# Program:featureCounts v2.0.3; Command:"featureCounts" "-a" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/data/GRCh38.p13_reference_files/gencode.v43.primary_assembly.annotation.gtf" "-o" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/feature_counts/s2/new7122023_count_data.txt" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/star_mapping_outputs/T14-A2/T14-A2Aligned.sortedByCoord.out.bam" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/star_mapping_outputs/T14-A3/T14-A3Aligned.sortedByCoord.out.bam" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/star_mapping_outputs/T14-A4/T14-A4Aligned.sortedByCoord.out.bam" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/star_mapping_outputs/T15A-A3/T15A-A3Aligned.sortedByCoord.out.bam" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/star_mapping_outputs/T15A-A4/T15A-A4Aligned.sortedByCoord.out.bam" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/star_mapping_outputs/T15A-A7/T15A-A7Aligned.sortedByCoord.out.bam" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/star_mapping_outputs/T16-A1/T16-A1Aligned.sortedByCoord.out.bam" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/star_mapping_outputs/T16-A3/T16-A3Aligned.sortedByCoord.out.bam" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/star_mapping_outputs/T16-A9/T16-A9Aligned.sortedByCoord.out.bam" "-F" "GTF" "--largestOverlap" "-p" "--countReadPairs" "-s" "2" "-B" "-C" "-T" "64" "-t" "gene" "-g" "gene_name" "--Rpath" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/feature_counts/" "--tmpDir" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/scripts/temp" "--verbose" 
Geneid	Chr	Start	End	Strand	Length	/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/star_mapping_outputs/T14-A2/T14-A2Aligned.sortedByCoord.out.bam	/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/star_mapping_outputs/T14-A3/T14-A3Aligned.sortedByCoord.out.bam	/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/star_mapping_outputs/T14-A4/T14-A4Aligned.sortedByCoord.out.bam	/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/star_mapping_outputs/T15A-A3/T15A-A3Aligned.sortedByCoord.out.bam	/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/star_mapping_outputs/T15A-A4/T15A-A4Aligned.sortedByCoord.out.bam	/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/star_mapping_outputs/T15A-A7/T15A-A7Aligned.sortedByCoord.out.bam	/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/star_mapping_outputs/T16-A1/T16-A1Aligned.sortedByCoord.out.bam	/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/star_mapping_outputs/T16-A3/T16-A3Aligned.sortedByCoord.out.bam	/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/star_mapping_outputs/T16-A9/T16-A9Aligned.sortedByCoord.out.bam
ENSG00000289395	chr10	12350336	12350695	-	360	0	0	0	0	0	0	0	0	0
ENSG00000252438	chr10	12415928	12416000	+	73	0	0	0	0	0	0	0	0	0
RNU6ATAC39P	chr10	12456483	12456631	+	149	0	0	0	0	0	0	0	0	0
ENSG00000285994	chr10	12563151	12567351	+	4201	0	0	0	0	0	0	0	0	0
MIR4480	chr10	12578753	12578823	+	71	0	0	0	0	0	0	0	0	0
MIR4481	chr10	12653138	12653197	-	60	0	0	0	0	0	0	0	0	0
MIR548Q	chr10	12725254	12725353	-	100	0	0	0	0	0	0	0	0	0
ENSG00000285520	chr10	12877459	12965275	+	87817	4	2	1	0	1	2	1	1	8
CCDC3	chr10	12896625	13099652	-	203028	44	65	63	65	49	63	52	65	94
RNA5SP300	chr10	12924679	12924785	-	107	0	0	0	0	0	0	0	0	0
RPL5P25	chr10	13057902	13058676	-	775	0	0	0	0	0	0	0	0	0
OPTN	chr10	13099449	13138308	+	38860	647	618	543	575	386	552	303	497	589
ENSG00000289266	chr10	13099855	13099968	-	114	0	0	0	0	0	0	0	0	0
SNRPGP5	chr10	13104574	13104793	-	220	0	0	0	0	0	0	0	0	0
ENSG00000234175	chr10	13139196	13139533	-	338	0	0	0	0	0	0	0	0	0
ENSG00000228330	chr10	13142185	13142977	-	793	0	0	0	0	0	0	0	0	0
BTBD7P1	chr10	13156684	13158136	-	1453	0	0	0	0	0	0	0	0	0
RPL36AP36	chr10	13159477	13159777	-	301	0	0	0	0	0	0	0	0	0
MCM10	chr10	13161558	13211110	+	49553	1682	2029	2039	1726	2333	2038	2906	2978	2745
RNU6-6P	chr10	13217269	13217375	+	107	2	0	0	0	0	3	1	1	1
UCMA	chr10	13221766	13234374	-	12609	69	62	11	41	34	60	48	51	91
PHYH	chr10	13277796	13302412	-	24617	1175	1053	1240	1162	1028	1299	876	1304	903
RBISP1	chr10	13308145	13308447	-	303	0	0	0	0	0	0	0	0	0
SEPHS1	chr10	13317428	13348298	-	30871	30704	33555	34818	20633	26004	32301	36896	34170	41097
ENSG00000289585	chr10	13348400	13349327	+	928	6	0	5	1	3	0	1	3	2
ENSG00000286514	chr10	13391347	13400706	+	9360	1	0	1	0	0	0	0	1	3
ENSG00000233256	chr10	13415202	13423133	+	7932	0	0	0	2	5	2	1	0	0
BEND7	chr10	13438484	13529014	-	90531	217	232	459	233	235	224	109	119	237
BEND7-DT	chr10	13528516	13530262	+	1747	0	1	1	0	0	0	0	0	0
PRPF18	chr10	13586939	13668445	+	81507	656	705	637	654	714	691	799	947	994
RPL6P24	chr10	13591460	13592323	-	864	0	0	0	0	0	0	0	0	0
FRMD4A	chr10	13643706	14462142	-	818437	856	992	872	958	1115	1037	910	893	1153
ENSG00000273474	chr10	13675646	13675990	+	345	0	0	0	0	1	0	0	0	0
ENSG00000225112	chr10	13710415	13712054	+	1640	0	0	0	0	0	0	0	0	0
RNA5SP301	chr10	13727796	13727916	+	121	0	0	0	0	0	0	0	0	0
ENSG00000234091	chr10	13729383	13756200	+	26818	5	0	5	1	0	2	0	6	1
NUTF2P5	chr10	13870797	13871175	+	379	0	0	0	0	0	0	0	0	0
ENSG00000229751	chr10	13991815	14007526	+	15712	0	0	0	0	2	0	1	0	0
ENSG00000235410	chr10	14074284	14087605	+	13322	0	0	0	0	0	0	0	0	0
ENSG00000285671	chr10	14372001	14377586	+	5586	0	1	0	0	0	0	0	0	0
MIR4293	chr10	14383200	14383277	-	78	0	0	0	0	0	0	0	0	0
MIR1265	chr10	14436576	14436661	+	86	0	0	0	0	0	0	0	0	0
FAM107B	chr10	14518557	14774897	-	256341	1297	1359	1883	1330	1380	1361	1383	1544	1770
ENSG00000236495	chr10	14652689	14661691	+	9003	0	0	0	0	0	0	0	0	0
RNA5SP302	chr10	14663395	14663494	-	100	0	0	0	0	0	0	0	0	0
RPSAP7	chr10	14723171	14724055	-	885	0	0	0	0	0	0	0	0	0
CDNF	chr10	14819245	14838575	-	19331	27	15	18	14	27	31	19	23	14
MSANTD7	chr10	14838302	14846999	+	8698	5	7	5	4	3	11	8	2	7
HSPA14	chr10	14838306	14871741	+	33436	1424	1496	1407	1268	1445	1701	1856	1944	2026
SUV39H2-DT	chr10	14877416	14878727	-	1312	3	13	12	10	1	8	15	9	10
SUV39H2	chr10	14878820	14904315	+	25496	1598	1691	1368	1474	1607	1848	2215	2203	2386
DCLRE1C	chr10	14897359	14954432	-	57074	127	194	194	130	164	168	257	323	156
MEIG1	chr10	14959388	14988050	+	28663	1	3	0	0	3	1	0	1	0
OR7E110P	chr10	14986942	14987515	-	574	0	0	0	0	0	0	0	0	0
OR7E26P	chr10	14999050	15000055	-	1006	0	0	0	0	0	0	0	0	0
OR7E115P	chr10	15007861	15008884	-	1024	0	0	0	0	0	0	0	0	0
DCLRE1CP1	chr10	15015370	15021863	-	6494	2	0	0	4	0	0	0	0	0
OLAH	chr10	15032227	15073853	+	41627	0	2	1	0	0	1	0	6	0
ACBD7	chr10	15075475	15088776	-	13302	700	673	463	645	674	730	823	1027	561
GAPDHP45	chr10	15093263	15093611	-	349	0	0	0	0	0	0	0	0	0
RPP38-DT	chr10	15095385	15097319	-	1935	3	6	12	1	11	4	8	6	2
RPP38	chr10	15097180	15139818	+	42639	506	456	503	515	558	580	480	537	679
NMT2	chr10	15102584	15168693	-	66110	601	750	891	568	687	723	557	542	872
PPIAP30	chr10	15154802	15155320	-	519	0	0	0	0	0	0	0	0	0
ENSG00000228181	chr10	15171036	15171278	-	243	0	0	0	0	0	0	0	0	0
FAM171A1	chr10	15211643	15371289	-	159647	1966	1858	2279	2119	2166	2194	1924	1904	2481
ENSG00000232739	chr10	15237492	15241767	+	4276	0	0	2	0	0	0	0	0	0
ITGA8	chr10	15513954	15719922	-	205969	0	0	1	0	0	0	0	0	0
MINDY3	chr10	15778170	15860507	-	82338	483	536	508	524	528	610	628	694	569
ENSG00000252537	chr10	16005808	16005923	+	116	0	0	0	0	0	0	0	0	0
FTLP19	chr10	16071416	16071809	-	394	0	0	0	0	0	0	0	0	0
RNU6-1075P	chr10	16207821	16207927	-	107	0	0	0	0	0	0	0	0	0
LINC02654	chr10	16276871	16295858	+	18988	0	0	0	0	0	0	0	0	0
PTER	chr10	16436943	16513745	+	76803	526	511	490	527	518	620	369	383	587
RNU2-18P	chr10	16476003	16476164	+	162	0	0	0	0	0	0	0	0	0
C1QL3	chr10	16513734	16521879	-	8146	70	73	129	31	16	79	37	41	36
ENSG00000287925	chr10	16521714	16539737	+	18024	1	0	3	1	1	0	0	0	5
RSU1	chr10	16590611	16817463	-	226853	1826	2070	2484	2138	2041	2221	2307	2419	2762
ENSG00000225213	chr10	16721352	16748377	-	27026	0	0	0	0	0	0	0	0	0
ENSG00000275001	chr10	16767235	16767416	+	182	0	0	0	0	0	0	0	0	0
ENSG00000286958	chr10	16817699	16821207	+	3509	0	0	0	0	0	0	0	0	0
CUBN	chr10	16823966	17129811	-	305846	4	2	6	0	12	7	1	4	11
ENSG00000273153	chr10	17137336	17137585	-	250	0	0	0	0	0	0	0	0	0
TRDMT1	chr10	17137336	17202054	-	64719	643	729	808	651	765	819	947	1100	1034
VIM-AS1	chr10	17214239	17230018	-	15780	73	90	67	78	57	69	44	23	67
VIM	chr10	17228241	17237593	+	9353	3780	4025	2633	3341	2924	3344	2108	2155	3400
ENSG00000234961	chr10	17233325	17234833	-	1509	50	80	43	49	42	61	25	39	52
ST8SIA6	chr10	17315421	17454595	-	139175	110	115	334	89	94	109	88	74	120
ST8SIA6-AS1	chr10	17386919	17445758	+	58840	0	0	0	2	2	2	1	0	0
PRPF38AP2	chr10	17577362	17578212	+	851	1	0	0	0	1	1	0	0	0
HACD1	chr10	17589032	17617374	-	28343	168	216	274	205	292	276	250	307	338
STAM-DT	chr10	17641284	17643878	-	2595	25	20	16	16	9	9	10	15	15
STAM	chr10	17644151	17716824	+	72674	1216	1402	1481	1272	1216	1263	1337	1406	1759
ENSG00000229190	chr10	17695709	17700232	-	4524	4	11	8	4	6	7	3	4	12
TMEM236	chr10	17752201	17800868	+	48668	4	4	2	3	6	6	1	4	8
MRC1	chr10	17809348	17911164	+	101817	9	5	9	7	10	13	14	9	11
MIR511	chr10	17845107	17845193	+	87	0	0	0	0	0	0	0	0	0
ENSG00000235637	chr10	17862887	17865471	-	2585	0	0	0	0	0	0	0	0	0
SLC39A12	chr10	17951839	18043292	+	91454	0	0	0	0	0	2	1	0	0
SLC39A12-AS1	chr10	18001786	18010562	-	8777	0	0	0	0	0	0	0	2	0
CACNB2	chr10	18140424	18543557	+	403134	101	77	120	79	87	81	51	47	80
ENSG00000235020	chr10	18206127	18261504	-	55378	0	0	0	0	0	0	0	0	0
ENSG00000240291	chr10	18513115	18545651	-	32537	38	60	35	59	53	70	33	36	32
ENSG00000225527	chr10	18531849	18533336	-	1488	0	0	0	0	0	0	0	0	0
NSUN6	chr10	18545561	18659285	-	113725	451	477	541	515	484	508	427	442	624
ARL5B	chr10	18659431	18681639	+	22209	4530	4336	5885	4104	3742	4458	3618	4016	4581
ENSG00000234244	chr10	18710269	18748342	+	38074	0	0	0	0	0	0	0	0	0
AIFM1P1	chr10	18735745	18738631	+	2887	0	0	0	0	0	0	0	0	0
ENSG00000234813	chr10	18940501	18940953	+	453	0	0	0	0	0	0	0	0	0
MALRD1	chr10	19048801	19790401	+	741601	10	17	8	9	13	11	13	15	23
UBE2V2P1	chr10	19051455	19052170	+	716	0	0	0	0	0	0	0	0	0
ENSG00000227734	chr10	19290223	19291480	-	1258	0	0	0	0	0	0	0	0	0
HMGN1P20	chr10	19489101	19489400	+	300	0	0	0	0	0	0	0	0	0
ENSG00000236960	chr10	19491072	19491299	-	228	0	0	0	0	0	0	0	0	0
RNA5SP303	chr10	19633683	19633812	-	130	0	0	0	0	0	0	0	0	0
ENSG00000233968	chr10	19686127	19728562	-	42436	0	0	2	0	1	0	0	0	0
MTND1P37	chr10	19747172	19747435	-	264	0	0	0	0	0	0	0	0	0
MTND2P16	chr10	19747823	19748621	+	799	0	0	0	0	0	0	0	0	0
RNU6-1212P	chr10	19792998	19793101	-	104	0	0	0	0	0	0	0	0	0
ENSG00000285852	chr10	19812372	19816278	-	3907	20	29	22	26	20	35	7	3	17
PLXDC2	chr10	19816239	20289856	+	473618	2561	2236	2343	2356	2163	2507	2146	2715	2277
ENSG00000238246	chr10	20070805	20091784	-	20980	0	0	0	0	0	0	0	0	0
ENSG00000287613	chr10	20095125	20099664	-	4540	0	0	0	0	4	0	0	1	0
AMD1P1	chr10	20350049	20351100	+	1052	0	0	1	0	0	1	0	0	0
ENSG00000270727	chr10	20547171	20547422	+	252	0	0	0	0	0	0	0	0	1
MIR4675	chr10	20551970	20552046	+	77	0	0	0	0	0	0	0	0	0
NEBL	chr10	20779973	21293011	-	513039	797	723	783	742	592	724	511	780	574
MTND1P21	chr10	20804293	20804577	+	285	0	0	0	0	0	0	0	0	0
ENSG00000230112	chr10	20841375	20841560	+	186	0	0	0	0	0	0	0	0	0
EIF4BP2	chr10	21028999	21030792	+	1794	2	1	0	2	0	1	0	0	0
NPM1P30	chr10	21110682	21113388	+	2707	0	0	0	0	0	0	0	0	0
NEBL-AS1	chr10	21174014	21175048	+	1035	0	0	0	2	0	0	0	1	0
ENSG00000228860	chr10	21217891	21218279	+	389	0	0	0	0	0	0	0	0	0
LUZP4P1	chr10	21247752	21248095	+	344	0	0	0	0	0	0	0	0	0
RNU6-15P	chr10	21321961	21322067	+	107	0	0	0	0	0	0	0	0	0
LINC02643	chr10	21340233	21372950	-	32718	0	0	0	0	0	0	0	0	0
MRM3P1	chr10	21394033	21394592	+	560	0	0	0	0	0	0	0	0	0
ENSG00000278650	chr10	21452197	21452412	+	216	0	0	0	0	0	0	0	0	0
MIR1915HG	chr10	21490272	21497260	-	6989	560	483	872	313	267	422	379	468	461
MIR1915	chr10	21496562	21496641	-	80	0	0	0	0	0	0	0	0	0
SKIDA1	chr10	21513475	21526368	-	12894	309	288	983	195	199	224	172	141	214
MLLT10	chr10	21524646	21743630	+	218985	1793	1796	2349	1647	1653	1799	1529	1654	2280
ENSG00000286881	chr10	21526568	21526872	+	305	0	0	0	0	0	0	0	0	0
RNU6-306P	chr10	21564471	21564577	-	107	0	0	0	0	0	0	0	0	0
HNRNPRP1	chr10	21624592	21626286	-	1695	2	4	4	1	6	2	3	1	0
RNU6-1141P	chr10	21661635	21661741	-	107	0	0	0	0	0	0	0	0	0
ENSG00000289528	chr10	21695951	21697122	+	1172	0	0	0	0	0	0	0	0	0
DNAJC1	chr10	21756548	22003769	-	247222	558	525	467	502	453	551	638	729	636
RN7SKP219	chr10	21785292	21785587	+	296	0	0	0	0	0	0	0	0	0
ENSG00000279623	chr10	21865335	21865921	-	587	0	0	0	0	0	0	0	0	0
RN7SKP37	chr10	21933143	21933438	+	296	0	0	0	0	0	0	0	0	0
ADIPOR1P1	chr10	22162992	22165794	+	2803	0	0	0	0	0	0	0	0	0
ENSG00000236777	chr10	22163092	22164306	+	1215	0	0	0	0	0	0	0	0	0
EBLN1	chr10	22208475	22218015	-	9541	0	0	0	0	1	2	0	2	0
ENSG00000260205	chr10	22218074	22221168	+	3095	0	0	0	0	0	0	0	0	0
PSME2P6	chr10	22225698	22226024	+	327	0	0	0	0	0	0	1	1	0
ENSG00000286832	chr10	22230826	22232973	-	2148	0	0	0	0	0	0	0	0	0
ENSG00000279631	chr10	22252072	22254589	+	2518	0	2	0	5	0	1	3	1	0
ENSG00000261671	chr10	22257786	22258548	+	763	0	1	1	0	0	0	0	0	0
RPL31P45	chr10	22266991	22267346	+	356	0	0	0	0	0	0	0	0	0
COMMD3	chr10	22316386	22320306	+	3921	1	0	0	0	0	0	0	0	2
COMMD3-BMI1	chr10	22316388	22329542	+	13155	1	0	0	0	0	0	0	1	0
BMI1	chr10	22321099	22331484	+	10386	129	151	117	112	102	137	146	216	89
ENSG00000272516	chr10	22332404	22332987	+	584	0	0	0	0	2	0	0	1	0
ENSG00000271981	chr10	22332587	22332981	-	395	0	0	0	0	0	0	0	0	0
ENSG00000272366	chr10	22340377	22340615	-	239	0	0	0	0	0	0	0	0	0
SPAG6	chr10	22345445	22454224	+	108780	1	6	2	3	3	1	2	5	4
ENSG00000233451	chr10	22361172	22413067	+	51896	0	0	0	0	0	0	0	0	0
ENSG00000286810	chr10	22439954	22479480	-	39527	0	0	0	0	0	0	0	0	0
ENSG00000285254	chr10	22475455	22478026	-	2572	0	0	0	0	0	0	0	0	0
PIP4K2A	chr10	22534854	22714578	-	179725	2018	1942	3014	2067	1978	2080	2089	1961	2807
ENSG00000279819	chr10	22693953	22694639	-	687	0	0	0	0	0	0	0	0	0
RNU6-413P	chr10	22787393	22787499	+	107	0	0	0	0	0	0	0	0	0
ARMC3	chr10	22928024	23038523	+	110500	10	18	16	19	19	26	16	23	21
ENSG00000286924	chr10	22964926	23133804	-	168879	12	8	8	11	12	11	13	16	11
RNA5SP304	chr10	22997255	22997358	+	104	0	0	0	0	0	0	0	0	0
MSRB2	chr10	23095579	23122013	+	26435	321	277	321	301	274	316	229	244	256
YWHAZP3	chr10	23136924	23137661	+	738	13	17	22	19	12	12	17	15	23
ENSG00000252049	chr10	23166985	23167101	+	117	0	0	0	0	0	0	0	0	0
PTF1A	chr10	23192312	23194245	+	1934	0	0	0	0	0	0	0	1	0
C10orf67	chr10	23202696	23344845	-	142150	2	4	8	7	3	2	4	2	3
ENSG00000227537	chr10	23258211	23258545	+	335	0	0	0	0	0	0	0	0	0
C10orf67-AS1	chr10	23343957	23345181	+	1225	3	2	3	5	2	4	0	0	1
ENSG00000264574	chr10	23393405	23393467	+	63	0	0	0	0	0	0	0	0	0
ENSG00000287124	chr10	23438958	23530439	+	91482	4	2	4	2	4	7	1	0	2
OTUD1	chr10	23439075	23442377	+	3303	0	0	0	0	0	0	0	0	0
ENSG00000286442	chr10	23575012	23586224	+	11213	0	0	0	0	0	0	0	3	0
KIAA1217	chr10	23694746	24547848	+	853103	814	849	1349	907	883	973	743	581	1051
NUP35P1	chr10	24157835	24158781	+	947	0	0	0	0	0	0	0	0	0
ENSG00000277563	chr10	24255246	24255333	+	88	0	0	0	0	0	0	0	0	0
MIR603	chr10	24275685	24275781	+	97	0	0	0	0	0	0	0	0	0
ENSG00000286951	chr10	24410183	24416459	-	6277	0	0	0	0	0	0	0	0	0
ENSG00000279029	chr10	24481180	24483034	-	1855	0	0	0	0	0	0	0	0	0
ENSG00000289188	chr10	24578905	24580915	-	2011	0	0	0	0	0	0	0	0	0
ARHGAP21	chr10	24583609	24723887	-	140279	1155	1222	2416	1360	1527	1364	1595	1502	2036
RNA5SP305	chr10	24640166	24640284	+	119	0	0	0	0	0	0	0	0	0
ENSG00000285750	chr10	24816331	24822950	+	6620	0	0	0	0	0	0	0	0	0
PRTFDC1	chr10	24848614	24952606	-	103993	443	547	457	435	493	571	654	673	650
ENSG00000228667	chr10	24867645	24868190	+	546	0	0	0	0	0	0	0	0	0
RN7SKP241	chr10	24908522	24908812	-	291	0	0	0	0	0	0	0	0	0
ENSG00000285859	chr10	24952350	25161236	+	208887	50	28	34	45	25	42	19	37	26
ENSG00000273107	chr10	24953241	24953513	+	273	0	0	0	0	0	0	0	0	0
ENKUR	chr10	24981979	25062279	-	80301	33	25	25	24	15	31	44	39	31
THNSL1	chr10	25016612	25026664	+	10053	0	0	0	0	0	0	0	0	0
LINC01516	chr10	25113058	25161236	+	48179	0	0	0	0	0	0	0	0	0
GPR158-AS1	chr10	25158072	25176276	-	18205	0	0	0	1	2	0	10	6	12
GPR158	chr10	25174802	25602229	+	427428	43	51	74	59	40	34	53	69	53
ENSG00000274242	chr10	25244061	25244854	-	794	0	0	0	0	0	0	0	0	0
RN7SKP220	chr10	25393557	25393844	-	288	0	0	0	0	0	0	0	0	0
GPN3P1	chr10	25647570	25648104	-	535	0	0	0	0	0	0	0	0	0
LINC00836	chr10	25651712	25732935	+	81224	0	0	0	1	0	0	0	0	0
HIRAP1	chr10	25691537	25692323	+	787	0	0	0	0	0	0	0	0	0
RNA5SP306	chr10	25813811	25813917	-	107	0	0	0	0	0	0	0	0	0
RNU6-632P	chr10	25819363	25819426	-	64	0	0	0	0	0	0	0	0	0
ENSG00000226304	chr10	25924448	25933710	-	9263	0	0	0	2	0	0	0	0	0
MYO3A	chr10	25934229	26212532	+	278304	324	294	475	251	290	304	221	279	305
GAD2	chr10	26216665	26304558	+	87894	1	4	63	0	0	2	11	11	7
ENSG00000289350	chr10	26337473	26380859	-	43387	0	0	0	0	0	0	0	0	0
ENSG00000284951	chr10	26379034	26387374	-	8341	0	0	0	0	0	0	0	0	0
APBB1IP	chr10	26438341	26567803	+	129463	7	8	8	0	5	13	1	4	5
RNA5SP307	chr10	26509589	26509704	+	116	0	0	0	0	0	0	0	0	0
ENSG00000290434	chr10	26577676	26579408	-	1733	0	0	0	0	0	0	0	0	0
LINC03028	chr10	26577791	26622338	-	44548	0	0	0	0	0	0	0	0	0
FAM238A	chr10;chr10	26589865;26591310	26594330;26594271	+;+	4466	0	0	0	0	0	1	0	0	0
ENSG00000234296	chr10	26643228	26645016	+	1789	0	0	0	0	0	1	0	1	0
ENSG00000290423	chr10	26647986	26653454	+	5469	0	0	0	0	0	0	0	2	0
FAM238B	chr10	26650554	26653383	+	2830	0	0	0	0	0	0	0	0	0
SELENOOLP	chr10	26664206	26697295	-	33090	0	0	0	0	0	0	1	0	0
ENSG00000279212	chr10	26695091	26697625	-	2535	0	0	0	0	0	0	0	1	0
PDSS1	chr10	26697701	26746798	+	49098	369	402	401	385	493	449	715	604	646
HSPA8P3	chr10	26714622	26715832	+	1211	0	0	0	0	0	0	0	0	0
ENSG00000235843	chr10	26717635	26718778	+	1144	0	0	0	0	0	0	0	0	0
ABI1	chr10	26746593	26861087	-	114495	1556	1716	1978	1436	1429	1587	1326	1385	2003
ENSG00000223027	chr10	26789017	26789157	+	141	0	0	0	0	0	0	0	0	0
RNU6-946P	chr10	26790540	26790646	-	107	0	0	0	0	0	0	0	0	0
FAM238C	chr10;chr10	26931206;26931276	26944418;26934516	-;-	13213	2	10	3	6	5	7	2	1	0
ANKRD26	chr10	26973793	27100494	-	126702	246	307	224	231	376	284	512	617	373
RNU6-490P	chr10	27088321	27088427	-	107	0	0	0	0	0	0	0	0	0
YME1L1	chr10	27110111	27155266	-	45156	7653	8098	8614	7515	7891	8522	8614	9434	10430
MASTL	chr10	27154824	27187953	+	33130	1775	2045	2335	1825	1934	1884	2095	1894	2489
ACBD5	chr10	27168135	27243046	-	74912	1079	1072	1368	696	649	1049	685	764	867
RNU2-24P	chr10	27193358	27193500	-	143	0	0	0	0	0	0	0	0	0
RNU7-12P	chr10	27232255	27232316	-	62	0	0	0	0	0	0	0	0	0
ENSG00000262412	chr10	27243130	27250804	+	7675	2	7	3	3	12	6	3	4	2
LRRC37A6P	chr10	27246350	27259455	-	13106	69	54	66	64	85	73	60	50	73
ENSG00000290843	chr10	27258762	27288824	+	30063	0	2	0	0	0	1	0	0	0
ODAD2P1	chr10	27262957	27288824	+	25868	0	0	0	0	0	0	0	0	0
ENSG00000278830	chr10	27313723	27316587	+	2865	0	0	0	0	0	0	1	0	0
RNU6-666P	chr10	27315120	27315226	+	107	0	0	0	0	0	0	0	0	0
ENSG00000215409	chr10	27331357	27341252	-	9896	0	0	0	0	0	0	0	0	0
RNU6-452P	chr10	27335501	27335607	-	107	0	0	0	0	0	0	0	0	0
LINC02673	chr10	27343436	27344917	+	1482	0	0	0	0	0	0	0	0	0
FAM210CP	chr10	27349717	27350290	-	574	0	0	0	0	0	0	0	0	0
TRIAP1P1	chr10	27378138	27378362	-	225	0	0	0	0	0	0	0	0	0
PTCHD3	chr10	27397121	27414368	-	17248	0	0	0	0	0	0	0	0	0
RAB18	chr10	27504174	27543207	+	39034	1939	2092	2385	1873	1989	2132	2473	3024	2502
LINC02680	chr10	27564430	27594588	+	30159	3	4	1	0	7	3	1	4	6
MKX	chr10	27672874	27746060	-	73187	57	36	38	38	55	33	90	115	47
MKX-AS1	chr10	27744786	27767794	+	23009	0	0	0	1	1	2	0	0	1
ODAD2	chr10	27775186	27999079	-	223894	232	271	342	255	293	241	288	238	260
RN7SKP132	chr10	27783846	27784053	-	208	0	0	0	0	0	0	0	0	0
RPL36AP55	chr10	27904209	27905162	+	954	0	0	0	0	0	0	0	0	0
ENSG00000233472	chr10	27999788	28049615	+	49828	1	0	0	1	2	0	1	0	0
MRPS21P5	chr10	28004702	28004932	+	231	0	0	0	0	0	0	0	0	0
MPP7	chr10	28050993	28334486	-	283494	587	590	743	649	564	624	401	397	785
ENSG00000286413	chr10	28263703	28265175	+	1473	0	0	0	0	0	0	0	0	0
MIR8086	chr10	28289258	28289350	-	93	0	0	0	0	0	0	0	0	0
MPP7-DT	chr10	28303300	28307658	+	4359	4	3	1	1	3	2	2	2	0
ZNF101P1	chr10	28338554	28340942	-	2389	0	0	0	0	0	0	0	0	0
LINC02652	chr10	28433008	28495813	-	62806	0	0	0	1	2	0	0	0	1
RPSAP10	chr10	28436201	28437078	+	878	0	0	0	0	0	0	0	0	0
RN7SKP39	chr10	28442575	28442896	-	322	0	0	0	0	0	0	0	0	0
WAC-AS1	chr10	28522652	28533066	-	10415	547	612	515	536	654	574	547	591	589
WAC	chr10	28532493	28623112	+	90620	5208	5641	5891	5205	5244	5509	4965	5344	6622
RNU4ATAC6P	chr10	28652630	28652755	+	126	0	0	0	0	0	0	0	0	0
TPRKBP1	chr10	28658987	28659467	+	481	0	0	0	0	0	0	0	0	0
RNU6-1067P	chr10	28667919	28668025	+	107	0	0	0	0	0	0	0	0	0
BAMBI	chr10	28677510	28682932	+	5423	454	446	878	561	467	602	512	610	706
LINC01517	chr10	28743506	28941910	+	198405	2	1	1	2	2	1	6	4	7
ENSG00000236716	chr10	28743745	28744663	+	919	0	0	0	0	0	0	0	0	0
RNU6-270P	chr10	28760699	28760803	-	105	0	0	0	0	0	0	0	0	0
LINC00837	chr10	28789188	28796113	-	6926	0	0	0	0	0	0	0	0	0
ENSG00000271220	chr10	28812899	28813139	+	241	0	0	0	0	0	0	0	0	0
